s, 	 Rs, 	 dRs
0.54545454545454541417, 	-0.52175856929955355401, 	10.36522440204246287
0.55555555555555558023, 	-0.417615176151760914, 	10.251635930993456824
0.56565656565656563526, 	-0.31472457777372619958, 	10.117332209265713416
0.57575757575757580131, 	-0.21329089821010760453, 	9.9633500833201722457
0.58585858585858585634, 	-0.11350712276381280663, 	9.7908552973682869691
0.59595959595959591137, 	-0.015553885638515119183, 	9.6011245262295030756
0.60606060606060607743, 	0.080401555093998267054, 	9.3955263296073319168
0.61616161616161613246, 	0.17420614665532341281, 	9.1755014923778634994
0.62626262626262629851, 	0.2657216709585786818, 	8.9425432052090982893
0.63636363636363635354, 	0.35482517482517472729, 	8.6981775147929010217
0.6464646464646465196, 	0.44140920575801234627, 	8.4439444353575439095
0.65656565656565657463, 	0.52538186173198331286, 	8.1813800655434114617
0.66666666666666662966, 	0.60666666666666668739, 	7.91200000000000081
0.67676767676767679571, 	0.68520228587342724147, 	7.6372842660796580461
0.68686868686868685074, 	0.76094209779080002054, 	7.3586639555209689689
0.6969696969696970168, 	0.83385363973599269105, 	7.077509661536594443
0.70707070707070707183, 	0.90391794622764831679, 	6.7951217753917374509
0.71717171717171712686, 	0.97112879871678126076, 	6.51272264510306087
0.72727272727272729291, 	1.0354919053549198615, 	6.2314505535747795051
0.73737373737373734794, 	1.0970240287975512317, 	5.9523554351390508543
0.747474747474747514, 	1.1557520790597342053, 	5.676396218482619993
0.75757575757575756903, 	1.2117121871838856251, 	5.4044396603478697116
0.76767676767676762406, 	1.2649487740209388598, 	5.1372605179102750483
0.77777777777777779011, 	1.3155136268343818884, 	4.8755428978284101049
0.78787878787878784514, 	1.3634649947753390009, 	4.6198826159334149821
0.7979797979797980112, 	1.4088667126010903097, 	4.37079040255896345
0.80808080808080806623, 	1.4517873603659730009, 	4.1286957937434962673
0.81818181818181823228, 	1.4922994652406422755, 	3.893951557093426441
0.82828282828282828731, 	1.5304787501422323359, 	3.6668385121445132846
0.83838383838383834235, 	1.5664034325056019892, 	3.4475706178279494907
0.8484848484848485084, 	1.6001535753080875502, 	3.2363002134515750363
0.85858585858585856343, 	1.6318104913846727122, 	3.0331233138545035111
0.86868686868686872948, 	1.6614562011389510943, 	2.8380848735938677407
0.87878787878787878451, 	1.6891729429652422301, 	2.6511839487833750439
0.88888888888888883955, 	1.7150427350427350781, 	2.4723786982248521227
0.8989898989898990056, 	1.7391469866348310269, 	2.3015911775412014606
0.90909090909090906063, 	1.7615661566156617379, 	2.1387118909910789455
0.91919191919191922668, 	1.7823794566394928207, 	1.9836040754447659129
0.92929292929292928171, 	1.8016645961553749977, 	1.8361076996012029028
0.93939393939393944777, 	1.819497566336945038, 	1.6960431689441310965
0.9494949494949495028, 	1.8359524599339522855, 	1.5632147332179102683
0.95959595959595955783, 	1.8511013240467941721, 	1.4374135984210669736
0.96969696969696972388, 	1.8650140428677017823, 	1.3184207495538360355
0.97979797979797977892, 	1.8777582475128422601, 	1.2060094937090661826
0.98989898989898994497, 	1.8893992501800935813, 	1.0999477356627920255
1, 	1.9000000000000003553, 	1
