s, 	 Rs, 	 dRs
0.68686868686868685074, 	0.18076076542634453292, 	1.0556403491702266439
0.6969696969696970168, 	0.19140383426097715147, 	1.0517284464806331279
0.70707070707070707183, 	0.20200860960075259221, 	1.0480556197841779387
0.71717171717171712686, 	0.21257742877854604591, 	1.044606679053409648
0.72727272727272729291, 	0.22311248073959943916, 	1.0413674231542660031
0.73737373737373734794, 	0.23361581571936237967, 	1.0383245787207988631
0.747474747474747514, 	0.24408935431775558023, 	1.035465741793542449
0.75757575757575756903, 	0.25453489599831063961, 	1.0327793223178622917
0.76767676767676762406, 	0.26495412704131326986, 	1.0302544915399014513
0.77777777777777779011, 	0.27534862798020692809, 	1.0278811322919569893
0.78787878787878784514, 	0.28571988055025210329, 	1.025649792123937587
0.7979797979797980112, 	0.29606927417785561252, 	1.0235516392110195483
0.80808080808080806623, 	0.30639811203817352014, 	1.0215784209481038047
0.81818181818181823228, 	0.31670761670761676809, 	1.0197224251278305118
0.82828282828282828731, 	0.32699893543679181551, 	1.017976443589609481
0.83838383838383834235, 	0.33727314506824523921, 	1.0163337382214556737
0.8484848484848485084, 	0.34753125662216577396, 	1.0147880091936036795
0.85858585858585856343, 	0.35777421957197241831, 	1.0133333653023017806
0.86868686868686872948, 	0.36800292583049670769, 	1.0119642963033457228
0.87878787878787878451, 	0.37821821346625522642, 	1.0106756471173707901
0.88888888888888883955, 	0.38842087016813997558, 	1.0094625937923631387
0.8989898989898990056, 	0.39861163647571418167, 	1.0083206211129940311
0.90909090909090906063, 	0.40879120879120878218, 	1.0072455017509960307
0.91919191919191922668, 	0.41896024218827521146, 	1.0062332768557427087
0.92929292929292928171, 	0.42911935303154935539, 	1.0052802379892864515
0.93939393939393944777, 	0.43926912142015123175, 	1.0043829103152868143
0.9494949494949495028, 	0.44941009346734306362, 	1.003538036956392876
0.95959595959595955783, 	0.45954278342774562693, 	1.0027425644397205406
0.96969696969696972388, 	0.46966767568271328148, 	1.0019936291549804697
0.97979797979797977892, 	0.47978522659373723513, 	1.0012885447545851747
0.98989898989898994497, 	0.48989586623305558799, 	1.0006247904296294848
1, 	0.5, 	1
