s, 	 Rs, 	 dRs
0.51515151515151513806, 	-0.43952738393105372783, 	10.573594141907245003
0.52525252525252530411, 	-0.3329400251240260955, 	10.526849302844045297
0.53535353535353535914, 	-0.2269408808901194341, 	10.457206103738826641
0.54545454545454541417, 	-0.12175856929955353181, 	10.36522440204246287
0.55555555555555558023, 	-0.017615176151760891798, 	10.251635930993456824
0.56565656565656563526, 	0.085275422226273822623, 	10.117332209265713416
0.57575757575757580131, 	0.18670910178989241768, 	9.9633500833201722457
0.58585858585858585634, 	0.28649287723618721557, 	9.7908552973682869691
0.59595959595959591137, 	0.38444611436148490302, 	9.6011245262295030756
0.60606060606060607743, 	0.48040155509399828926, 	9.3955263296073319168
0.61616161616161613246, 	0.57420614665532343501, 	9.1755014923778634994
0.62626262626262629851, 	0.665721670958578704, 	8.9425432052090982893
0.63636363636363635354, 	0.75482517482517474949, 	8.6981775147929010217
0.6464646464646465196, 	0.84140920575801236847, 	8.4439444353575439095
0.65656565656565657463, 	0.92538186173198333506, 	8.1813800655434114617
0.66666666666666662966, 	1.0066666666666668206, 	7.91200000000000081
0.67676767676767679571, 	1.0852022858734273747, 	7.6372842660796580461
0.68686868686868685074, 	1.1609420977908000427, 	7.3586639555209689689
0.6969696969696970168, 	1.2338536397359927133, 	7.077509661536594443
0.70707070707070707183, 	1.30391794622764845, 	6.7951217753917374509
0.71717171717171712686, 	1.371128798716781283, 	6.51272264510306087
0.72727272727272729291, 	1.4354919053549197727, 	6.2314505535747795051
0.73737373737373734794, 	1.4970240287975511428, 	5.9523554351390508543
0.747474747474747514, 	1.5557520790597343385, 	5.676396218482619993
0.75757575757575756903, 	1.6117121871838857583, 	5.4044396603478697116
0.76767676767676762406, 	1.6649487740209387709, 	5.1372605179102750483
0.77777777777777779011, 	1.7155136268343817996, 	4.8755428978284101049
0.78787878787878784514, 	1.7634649947753391341, 	4.6198826159334149821
0.7979797979797980112, 	1.8088667126010902209, 	4.37079040255896345
0.80808080808080806623, 	1.851787360365972912, 	4.1286957937434962673
0.81818181818181823228, 	1.8922994652406424088, 	3.893951557093426441
0.82828282828282828731, 	1.9304787501422324691, 	3.6668385121445132846
0.83838383838383834235, 	1.9664034325056021224, 	3.4475706178279494907
0.8484848484848485084, 	2.0001535753080874613, 	3.2363002134515750363
0.85858585858585856343, 	2.0318104913846726234, 	3.0331233138545035111
0.86868686868686872948, 	2.0614562011389510054, 	2.8380848735938677407
0.87878787878787878451, 	2.0891729429652423633, 	2.6511839487833750439
0.88888888888888883955, 	2.1150427350427349893, 	2.4723786982248521227
0.8989898989898990056, 	2.1391469866348309381, 	2.3015911775412014606
0.90909090909090906063, 	2.1615661566156618711, 	2.1387118909910789455
0.91919191919191922668, 	2.1823794566394929539, 	1.9836040754447659129
0.92929292929292928171, 	2.2016645961553749089, 	1.8361076996012029028
0.93939393939393944777, 	2.2194975663369449492, 	1.6960431689441310965
0.9494949494949495028, 	2.2359524599339524187, 	1.5632147332179102683
0.95959595959595955783, 	2.2511013240467940832, 	1.4374135984210669736
0.96969696969696972388, 	2.2650140428677016935, 	1.3184207495538360355
0.97979797979797977892, 	2.2777582475128421713, 	1.2060094937090661826
0.98989898989898994497, 	2.2893992501800934924, 	1.0999477356627920255
1, 	2.3000000000000002665, 	1
