s, 	 Rs, 	 dRs
0.60606060606060607743, 	2.1114815703206204489, 	2.5638988868080847539
0.61616161616161613246, 	2.136847702983160957, 	2.4597086084477464141
0.62626262626262629851, 	2.1611944256044837154, 	2.3619855478603337673
0.63636363636363635354, 	2.1845849802371537507, 	2.2703213610585999405
0.6464646464646465196, 	2.207078608773524131, 	2.1843321904710077952
0.65656565656565657463, 	2.2287307950257773115, 	2.1036576139772398264
0.66666666666666662966, 	2.2495934959349601634, 	2.0279595478881633497
0.67676767676767679571, 	2.2697153615696983309, 	1.9569211278710056945
0.68686868686868685074, 	2.2891419437912099433, 	1.8902455867236280795
0.6969696969696970168, 	2.3079158936301795713, 	1.8276551436901293801
0.70707070707070707183, 	2.3260771475514356865, 	1.7688899165468461305
0.71717171717171712686, 	2.3436631028809800092, 	1.713706864854553924
0.72727272727272729291, 	2.3607087827426820326, 	1.6618787704682567163
0.73737373737373734794, 	2.3772469909037381441, 	1.6131932595327826974
0.747474747474747514, 	2.3933084569628766403, 	1.5674518686966776304
0.75757575757575756903, 	2.4089219723366066539, 	1.524469157085797999
0.76767676767676762406, 	2.4241145175094978015, 	1.4840718646384225554
0.77777777777777779011, 	2.4389113810166445084, 	1.4460981166713131607
0.78787878787878784514, 	2.4533362706222159311, 	1.4103966739830000598
0.7979797979797980112, 	2.467411417148720254, 	1.3768262273763114401
0.80808080808080806623, 	2.4811576713986558396, 	1.345254735169662208
0.81818181818181823228, 	2.4945945945945950939, 	1.3155588020452884113
0.82828282828282828731, 	2.507740542746244472, 	1.2876230974337516955
0.83838383838383834235, 	2.5206127453343492029, 	1.2613398115432910007
0.8484848484848485084, 	2.533227378681924602, 	1.2366081470976573176
0.85858585858585856343, 	2.545599634363679975, 	1.2133338448368287121
0.86868686868686872948, 	2.5577437829849167805, 	1.1914287408535328971
0.87878787878787878451, 	2.5696732336419021436, 	1.1708103538779330854
0.88888888888888883955, 	2.5814005893569076378, 	1.1514015006778115513
0.8989898989898990056, 	2.5929376987629417783, 	1.1331299378079049411
0.90909090909090906063, 	2.60429570429570445, 	1.115928028015938267
0.91919191919191922668, 	2.6154850871336146056, 	1.0997324296918820075
0.92929292929292928171, 	2.6265157091108513043, 	1.084483807828583668
0.93939393939393944777, 	2.6373968518133281691, 	1.0701265650445881406
0.9494949494949495028, 	2.6481372530532460985, 	1.0566085913022866816
0.95959595959595955783, 	2.6587451409045370632, 	1.0438810310355295385
0.96969696969696972388, 	2.6692282654688672672, 	1.0318980664796864044
0.97979797979797977892, 	2.6795939285300987009, 	1.0206167160733639054
0.98989898989898994497, 	2.6898490112440409661, 	1.0099966468740708692
1, 	2.7000000000000001776, 	1
