s, 	 Rs, 	 dRs
0.8484848484848485084, 	-0.11641008352998449826, 	1.9783813433850636621
0.85858585858585856343, 	-0.096878364564660368607, 	1.8894914498113450918
0.86868686868686872948, 	-0.078226548365345371927, 	1.8041621321973169145
0.87878787878787878451, 	-0.060418655634525086917, 	1.7223929775927262487
0.88888888888888883955, 	-0.043418803418803442185, 	1.6441656804733726371
0.8989898989898990056, 	-0.027191375165443232298, 	1.569446140174275417
0.90909090909090906063, 	-0.01170117011701177212, 	1.4981864523085968166
0.91919191919191922668, 	0.0030864668252325033748, 	1.4303267830070849342
0.92929292929292928171, 	0.017205533545249451777, 	1.3657971185755259924
0.93939393939393944777, 	0.030689276181504188123, 	1.3045188864130572437
0.9494949494949495028, 	0.043570110312012966247, 	1.2464064457828356591
0.95959595959595955783, 	0.055879556543199870866, 	1.1913684493092167038
0.96969696969696972388, 	0.067648189209164821811, 	1.1393090779298031823
0.97979797979797977892, 	0.07890559692323206864, 	1.090129153497716441
0.98989898989898994497, 	0.089680353771972698418, 	1.0437271343524714418
1, 	0.099999999999999977796, 	1
